Validacao-humana,Base-sentimento,Stev-sentimento,cidade,texto_limpo
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"O apartamento em si é muito charmoso e diferente. Rústico e confortável, o que me agrada. Mas tendo uma lareira, poderia ter mais do que um único pedaço enorme de madeira e um único pedaço de acendalha para acender. A madeira enorme e húmida não facilitou nada. Tendo uma lareira, precisei me contentar com uma ventoinha de ar quente. Há uma parte na casa de banho onde guardam umas conchas como decoração, está bastante cheia de pó. É visível e sensível para quem sofre de alergias, além de fazer parecer pouco cuidado e não justificar o valor por noite. A acústica não é boa, ouve-se os vizinhos a conversar, por exemplo. O António é de fácil comunicação, educado e muito atencioso, no entanto. O local é bastante deserto à noite, e não podendo estacionar nos arredores, acho perigoso andar por essas ruas em determinados horários. Também é preciso pegar as chaves em outro local, que não o do apartamento em si, e só há uma chave, pelo que se uma pessoa sai, tens de ir abrir e fechar-lhe a porta."
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"Apartamento novo, limpo, decoração impecável, cozinha muito bem equipada - faltou só tem um rolo de papel toalha - , vaga garagem espaçosa - apesar do caminho apertado - e linda vista. Precisa de alguma manutenção nas portas do corredor e na torneira de um dos banheiros. Faltou ter maçaneta digital."
POSITIVO,POSITIVO,NEGATIVO,Lisboa,Melhor espaço para ficar….
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,Tem café mas não tem chávenas para o beber. O frasco do gel de banho estava tão vazio que há dias que não deve ser reposto. O ar condicionado não funcionava. O quarto é muito mais pequeno que nas fotos.
NEGATIVO,NEUTRO,NEGATIVO,Lisboa,"De facto, ouve se muito barulho das portas e de pessoas a andar no chão. O único problema foi mesmo o barulho que impossibilitou uma noite tranquila. Fui acordada várias vezes durante a noite, inclusive às da manhã."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Apesar do anúncio informar que há aquecimento central, é mentira. O apartamento tem um aquecedor pequeno de chão que não aquece nem mesmo sua própria superfície exterior. Não tem os itens básicos de cozinha como informa - sal, pimenta, óleo - . O banheiro fede terrivelmente a esgoto e o apartamento tem baratas. É úmido demais e cria mofo no sofá e na cama. Inabitável. Tivemos que cancelar no início da estadia e ir para um hotel."
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"Suzi foi muito receptiva desde o início. Ela me recepcionou presencialmente e passou todas as instruções necessárias, inclusive sobre locomoção na cidade. Infelizmente o elevador do prédio teve problemas leves durante a estadia, mas nada oneroso demais. Infelizmente um pouco distante a pé de alguma estação de metrô. Um ponto que me incomodou foi o banho limitado, uma vez que a água quente acaba depois de um tempo - o banho precisa ser ágil ou tomará banho frio - . No mais, o apartamento é muito maior do que eu imaginava e confortável."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Para uma pessoa num quarto com uma cama individual, o preço por noite podia ser mais em conta. O check-in autónomo tinha descrições muito claras e precisas. Contudo, a comunicação com o proprietário era à base de mensagens automáticas apenas, o que torna difícil conversar sobre questões mais particulares de cada hóspede, por exemplo, sobre a flexibilidade da hora de check-out. A zona é ótima."
NEGATIVO,NEGATIVO,NEGATIVO,Lisboa,"Infelizmente este lugar ganhou o título de pior AirBnB que já estive com minha família. O apartamento é em uma viela, na qual tivemos que esperar com malas, por minutos além do combinado, pois o anfitrião se atrasou. O local é perigoso e tivemos que lidar com pessoas drogadas pelo caminho. Além disso, o banheiro ou não fecha, ou então você fica trancado. Ao reclamar, a empresa mandou, às h um homem para tocar a campainha desesperadamente e bater à porta. Um incômodo infernal, pois nosso checkin havia sido às : e estávamos dormindo, apesar de tudo não resolveram o o problema, passamos dias usando um pacote de biscoitos como fechadura. Os aquecedores também não funcionam e por isso pedi o estorno, pois sem banheiro, sem dormir e sem segurança ficaria impossível continuar, mas o negaram. A casa está num barranco a apresenta rachaduras assustadoras ao chão. Se você usar o forno - não há microondas - , a luz desliga e precisa religar o disjuntor. Um horror generalizado! ! !"
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,Local muito bem localizado. . ruim somente as escadas e o mal cheiro na entrada do prédio . . local com muito barulho . . mas valeu o valor
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"O apartamento é grande, a localização é boa, a portaria funciona muito bem. Porém quando chegamos o apartamento estava com cheiro ruim, alguns móveis da sala são bem velhos, como sofá, almofadas, escrivaninha, tapete. O chuveiro acaba a água quente muito rápido. As camas não tem edredom. Eu particularmente não gostei."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,". Ele apareceu no ap mais de h antes do check out, isso me irritou bastante. h me mandou uma mensagem perguntando que horas íamos sair, não vi. : h bateu na porta, meu tio atendeu e ele disse que achou que a gente já tinha saído. Que isso? E se eu estivesse dormindo? E se estivesse transando? Tomando banho? Ele ia entrar na casa? Se o check out eh h vc espera! Eu hein! . Não tinha copo na casa . A portaria não tem chave nem senha, empurra com força pra abrir, como a gente descobriu? Pq uma vizinha contou. . pessoas podem se hospedar mas deixou quase sem papel higiênico. . Precisa de internet pra entrar no ap. Podia dar o Wi-Fi caso a gente não tivesse. O lugar é bom e estava bem limpo, eu nem tava ligando pros problemas, mas ele aparecer antes da hora pq n respondi na hora q ele queria, dizendo que achou q a gente n tava… isso me irritou muito!"
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Eu não gostei do apartamento. Primeiramente a anfitriã exagerou nas informações de acesso, muitos códigos, senhas e informações confusas. Ela me passou a porta e número errado do apartamento, a cama apresentou defeito de um lado praticamente quebrada, a localização é boa porém a rua é muito barulhenta, carros buzinando o dia todo e fica ao lado dos bombeiros, portanto se houve sirenes muito altas horas por dia. Sugiro gastar um pouco mais e pegar um hotel."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Alojamento bem localizado em bairro calmo e tranquilo, mas com poucas opções de restaurantes e falta de rede de supermercados maiores como Pingo Doce, Continente, Lidl, etc. Existem poucas opções de transportes públicos na zona, pelo que é necessário planear bem as deslocações através de transporte próprio ou Uber para visitar cidades próximas!"
NEUTRO,POSITIVO,NEGATIVO,Lisboa,"É igual as fotos, estava limpo, mas para o verão falta ventilador ou ar condicionado."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"O local é exatamente como descrito, porém o cheiro de mofo e humidade é extremamente desagradável. Não conseguimos cumprir com toda estadia, reservamos duas diárias e ficamos apenas uma."
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"Fui com meu marido e nossos filhos para Cascais e passamos uma noite na acomodação de Martin. A casa é um espetáculo, muito bonita, muito limpa, a localização excelente. Fácil de entrar e tem estacionamento pago em frente. Estacionamos o carro e até a hora de voltar não foi necessário utilizar o mesmo para nada, pois a região é super linda e dá pra fazer tudo caminhando. Muitos bares, restaurantes, supermercado… Eu recomendo esse local fortemente, mas tenham em conta a inflexibilidade de check in e check out - taxa para poder entrar mais cedo ou sair mais tarde - e também levem em consideração que não há espaços reservados para acomodar as malas ou pendurar as roupas. Nossas malas ficaram todas no chão abertas, porém como íamos ficar apenas um dia, não foi um problema pra gente. O sofá cama é bem desconfortável, outro ponto a se pensar, acredito que não é um local adequado para adultos por causa disso. Como éramos dois adultos e duas crianças, deu certo."
NEGATIVO,NEGATIVO,NEGATIVO,Lisboa,"O QUARTO , - Não é um apartamento - é muito bem decorado e muito bem localizado, mas, senti falta de algumas coisas, cheguei as da noite e nao tinha nem uma agua na geladeira, quando fui tomar um chá, nao tinha xícaras de chá, fui tomar banho nao tinha sabonete liquido na saboneteira do chuveiro, era tarde e nao conseguia comprar nada. Na cama não tinha o lençol de cima , só de baixo e um edredom, e a roupa de cama muito amassada. Limpeza deixou a desejar. O checkin , foi ótimo, Raul amigo de Jerome me recebeu muito bem, e foi bem solicito ao telefone."
POSITIVO,NEGATIVO,NEGATIVO,Lisboa,Muita hospitalidade e conforto
NEUTRO,POSITIVO,NEGATIVO,Lisboa,"Apartamento em ótima localização, bem equipado e com boa acomodação. Não recomendo para que não pode subir escadas. A cama de casal também não é confortavel."
NEUTRO,POSITIVO,NEGATIVO,Lisboa,"O apartamento é muito agradável e tem uma excelente localização! Apartamento muito luminoso, mas é impossível vedar a luz que entra pela manhã, principalmente para os que dormem na sala. As escadas de acesso são muito desconfortáveis - grande inclinação - ."
NEGATIVO,NEUTRO,NEGATIVO,Lisboa,"Casa bonita mas requer muita limpeza e manutenção! Situada no campo tem a presença de insetos - aranhas, e outros - , já para não falar no pó! Casa fria para altura do inverno, mas felizmente com ajuda do recuperador de calor acabou por dar algum auxílio, mas ainda assim acho que devia de estar melhor isolada relativamente ao frio! Relativamente á higiene podia estar muito melhor, e não achei nada acessível estar disponível talheres de madeira para se utilizar, o que acabou por ganharem bolor da humidade que se encontrava na casa! Controlar também todo os produtos que os hóspedes vão deixando lá em casa, porque acabam por passar de validade e ganham bolor! Em relação ao chek-in e chek-out nada apontar, D. Ana muito simpática e atenciosa!"
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Casa bem localizada, no entanto com necessidade de manutenção interior e exterior / falta de comodidade / falta de higiene nomeadamente na cozinha /terraço/ barbecue / grelhas do barbecue. Na cozinha para além de loiça na máquina havia loiça suja guardada."
NEUTRO,POSITIVO,NEGATIVO,Lisboa,Casa com excelentes áreas e acessos. Flexibilidade de check-out e simpatia dos proprietários. Contudo a limpeza das casas de banho não estava nas melhores condições e os colchões já são um pouco velhos e desconfortáveis.
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,Fui avisado pela sra Evanice algumas horas antes de meu vôo pousar que chegava muito tarde e o prédio não permiti - ? - . Porque será? Barulhos? Como estava pago tive % de prejuízo. Se ela tivesse reforçado dois dias antes por exemplo eu cancelaria no ato. . . Além disso fiquei no aeroporto por cerca de h pois não encarei pagar R$ por algumas horas de cama. . . lamentável todo o ocorrido!
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Prédio antigo, elevador nem sempre funcionava Apartamento no quinto andar Para abrir a porta do prédio preciso muito esforço Apartamento limpo, mas nem tudo funcionava corretamente Camas confortáveis"
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"A acomodação é como foi descrita. Porém, precisam melhorar a limpeza, havia casas de aranha nas janelas. Havia apenas um rolo de papel higiênico, muito pequeno no banheiro. O apartamento tem um bom isolamento térmico e acústico, passa uma linha de trem ao lado do prédio, mas com as janelas fechadas não há barulho. O local é tranquilo e próximo a estações de transporte público, supermercados e restaurantes. Próximo de pontos turísticos como o Mosteiro dos Jerônimos e a Torre de Belém. A acomodação vale muito a pena. Não gostei da caução que precisei deixar para fazer o check in."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"O apartamento é igual as fotos , apenas a sala parece maior nas fotos que na realidade , os cortinados não são muito opacos o que dificulta o bom descanso Comunicação medíocre com a empresa"
NEGATIVO,NEGATIVO,NEGATIVO,Lisboa,"Apartamento muito bem localizado, limpeza bem feita, já o check in foi muito mal explicado e muito pouco informativo o que sucedeu a um atraso de meia hora para fazer o próprio, o host demorava a responder e quando respondia não era claro! Antes de marcar perguntei ao host se o sofá cama estava mesmo partido como eu li nos comentários e o host responde que “ainda está bom”, para minha surpresa chego ao apartamento e vejo um sofá cama todo partido e agarrado por CABOS DE INTERNET que ataram à volta da base do sofá que nada serve pois não dá para dar uso na mesma! estrelas pela a localização e limpeza mas o host merece estrela."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"Uma sala de estar, um sofá cama eu e meu marido não conseguimos dormir . Caso vc tenha problema de coluna ou de joelho não recomendo. A anfitriã fala inglês, comunicação péssima, nada recomendo para Brasileiros."
NEUTRO,POSITIVO,NEGATIVO,Lisboa,"Casa muito limpa e arrumada com os básicos. Cozinha pouco equipada mas com espaço suficiente. Porta de entrada sem isolamento térmico e sonoro. Muito boa comunicação, rápidos e simpáticos."
NEGATIVO,NEGATIVO,NEGATIVO,Lisboa,"o apartamento é bem decorado equipado - sem tv - . está no º sem elevador, não é fácil quando você tem bagagem grande. o propprete deixou a desejar - papel debaixo do sofá e em um vaso, cabelo em uma toalha - . Está bem localizado e tem muitas lojas, restaurante ao lado. as partições infelizmente são muito boas e nós participamos de todas as vidas dos vizinhos."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,Um po longe do centro
NEUTRO,NEUTRO,NEGATIVO,Lisboa,o espaço foi bm limpa e bm organizado. a única mal é que a dia que alarme tocou horas e horas e ninguém conseguiu a resolver o problema . e a comunicação com apoio ao cliente era difícil. e depois não avia micronde no quarto.
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"O espaço é reformado, bonito e bem cuidado, mas tivemos alguns problemas. Primeiro, não há ar-condicionado e o quarto, que recebe bastante sol, fica muito quente e abafado — no verão isso foi especialmente incômodo. Segundo, o banheiro, compartilhado entre cinco quartos, tem um sério problema de entupimento no ralo do chuveiro/banheira. Apesar de estar sempre limpo, era necessário interromper o banho para esperar a água escoar, o que foi bastante desagradável. Ao reservar é importante saber também que é necessário subir dois andares de escada."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,"O espaço não tem janela/circulação de ar. Sendo assim, o banheiro fica extremamente molhado por um bom tempo. Há um armário grande, mas não tem cabides ou outro espaço para colocar os casacos. Os vizinhos de cima são bem barulhentos - barulho todos os dias - e no último dia fizeram uma festa que durou até às h do dia seguinte. Além da música altíssima e a gritaria, pulavam tanto que o teto tremia e caía pó das lâmpadas. Por fim, ainda vomitaram da varanda de cima para a porta do Studio."
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"Ótimo apartamento duplex com uma vista maravilhosa para o Tejo. O anfitrião te deixa bem à vontade e está sempre disponível para qualquer eventualidade, pois está sempre no restaurante Rio Couras, no térreo do prédio. As comodidades são muito boas, quartos, camas, cozinha completa. O banho é muito bom, mas o box de todos os banheiros é bem pequeno. Pessoas grandes tem certas dificuldades para o banho. O aquecimento é feito por aquecedores elétricos portáteis nos quartos, então em noites muito frias é necessário pegar mais cobertas. Não tem ar condicionado. Para pessoas de mais idade, a escadaria pode ser um problema, pois são longos andares para subir - mais um para o quarto da cobertura - , sem elevador. O disjuntor elétrico não suporta mais que aquecedores ligados. Se ligar o forno elétrico junto, fica sem luz."
NEGATIVO,POSITIVO,NEGATIVO,Lisboa,Considero que tem muita falta de privacidade e que as fotografias não equivalem à realidade.
NEUTRO,NEGATIVO,NEGATIVO,Lisboa,"O espaço da Ana é muito bem localizado, é o coringa na locação. Fácil acesso ao metrô e um comércio muito agradável e cheio de variedades. O bairro é muito gostoso pra passear. O apartamento tem todos os utensílios que precisamos para cozinhar. A Ana foi atenciosa quanto a comunicação. Quando chegamos sentimos um cheiro muito forte no apartamento e durou durante os dias de hospedagem, parecia algum tipo de gás, identificamos que vinha da porta trancada que fica ao lado do banheiro. As camas - não são camas, são colchões - e não são muito confortáveis, para uma hospedagem mais longa, pode não ser o ideal. Tivemos problemas com a persiana na sala, estava mal encaixada e muito complicada para abrir e fechar. Quanto ao uso da internet, a experiência foi muito ruim, tentamos diversas vezes usar e mal conseguiamos, quando entrava tínhamos que reiniciar e logar várias vezes, pra tentar conseguir um sinal muito fraco. Pra quem precisa trabalhar então, sem chances. A Ana assim que chegamos, passou informações sobre isso, porém acho válido deixar isso claro nas descrições do anúncio."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"por se tratar de um condomínio todos precisam mandar documentos e placa dos carros antes, para cadastro."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Nem cheguei a entrar na casa pq pediram fotos de documentos - nem todo mundo gosta de mandar foto, eu sou uma dessas pessoas - só fui questionar se não podia mostrar na hora que chegasse o coanfritrião me respondeu na maior grosseria, aí peguei o carro e estava na estrada, quando vi a mensagem pedi desculpas pela demora e mandei as fotos mesmo CONTRA MINHA VONTADE E NAO SENDO OBRIGATÓRIO, simplesmente eles CANCELARAM a minha hospedagem gerando prejuízo financeiro e de tudo que é jeito. Eu tive que ficar mais de duas horas na recepção de um hotel tentando achar um lugar pq nas regiões de Botafogo e Copacabana os hotéis não parcelam a estadia e é bem mais caro. Cancelaram a estadia por pura IGNORÂNCIA."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Fiquei dias no apartamento, o qual era muito pno - mq, q era citado na descrição - e sem ventilação - bastante abafado - No apartamento havia tolha de banho de péssima qualidade que ficou encharcada no segundo dia, e como não havia local p secarmos a toalha, e com a pouquíssima ventilação do apartamento, fiquei com a tolha super molhada o restante da estadia. Depois, o anfitrião ainda me acusa de ter subtraído copos do apartamento! Um absurdo! Paguei um valor exorbitante de R$ , por dias em um apartamento de m, q não havia propriamente um lugar para abrir uma mala no chão, e pra piorar nos acusam de pegar copos apartamento? Quem são esses “anfitriões “? Ridículo!"
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Flat um pouco decadente, restaurante funciona somente para café da manhã começando as h. O apartamento é antigo mas conservado. Localização ótima e o anfitrião atendeu prontamente a todas as comunicações."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Bom a acomodação é ótima! O apartamento é bem equipado, bem decorado e com tudo que é preciso para passar uma hospedagem agradável. O condomínio oferece diversas opções de entretenimento, piscinas abertas, cobertas, sauna, lavanderia. O que me incomodou é com meus amigos que estavam comigo foi o mal cheiro insuportável de cachorro que estava no apartamento - urina - praticamente impossível ficar lá dentro, como era uma hospedagem que ficaríamos de um dia pro outro não não importamos muito, Joice - anfitriã - foi solicita, mas não tinha muito no que ser feito a não ser que o apartamento fosse limpo novamente. A limpeza do apartamento realmente deixou muito a desejar, acredito que a anfitriã precise fiscalizar com mais frequência a qualidade da limpeza da sua ajudante. As toalhas estavam com cheiro forte e o banheiro com aspecto de que não é lavado com água sanitária a muito tempo! O espaço é ótimo, a anfitriã gentil! Mas precisa melhorar muito no quesito limpeza."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"A localização do imóvel é excelente com todo Comercio próximo, o apartamento foi reformado em estilo industrial e conta com itens de bom gosto, mas precisa de algumas manutenções para ficar ainda melhor, tais como limpeza das paredes, roupas de cama e banho são de baixa qualidade, o box está com vazamento, a porta do banheiro não tranca e abre sozinha, só tem uma taça de vinho. O banheiro também é extremamente pequeno mas com chuveiro com ótima vazão de água. Ao chegarmos no apartamento para checkin as h o mesmo não havia sido limpo, o André providenciou uma faxineira e pudemos entrar no imóvel as h. Mas foi solicito e relatou um imprevisto com a funcionária que deveria limpar o apartamento."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,Para poucos dias nos atendeu. Apenas o cheiro do apartamento não nos agradou.
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,Bom apartamento para curtas estadias. Hugo oferece pouca flexibilidade com horários de check-in/check-out.
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"Apartamento muito agradavel, limpo, organizo só achei mal explicado a questão da piscina. Um dos motivos de ter escolhido o espaço foi ter piscina mas so fui avisada bem depois que precisava de laudo medico quando ja nao dava tempo de procurar um medico. Isso deveria ser explicado no anuncio. Além disso o imovel fica numa região que nao tem nada perto e tudo é longe."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Infelizmente nao tivemos uma boa experiência no apartamento, fomos em hospedes e a “quarta” cama era a pura madeira, tivemos que dormir juntas. Duas toalhas estavam manchadas, o que demonstrou má organização e higiene. A cama de casal também estava quebrada, o que gerou um incomodo grande."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Infelizmente o apartamento está bastante deteriorado. Cama da suíte, churrasqueira e jogo de panelas sem condições de uso. As partes afundadas do colchão da suíte faz com que seja impossível de usá-lo. A churrasqueira está em estado deplorável e os bancos da bancada externa estão sem a menor condição de uso, inclusive porque apresentam sérios riscos de acidentes - todos enferrujados e se desfazendo - . O apartamento precisa urgente de manutenção para realmente servir aos propósitos dos usuários do AIRBNB. Mário é atencioso, permitiu que eu recebesse a visita dos meus filhos para um jantar e tenho certeza que o feedback será útil para que possamos ter o prazer de voltar em outra oportunidade."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Pontos positivos: Apartamento muito bem localizado, em um bairro familiar, a quadras do metrô, com restaurantes, mercados e farmacias por perto. Tem uma pequena vista para a Marina da Glória e Santos Dumont. A portaria e proprietária foram cordiais. Pontos negativos: O apartamento é muito pequeno e a única cama fica em uma beliche de casal superior que pessoas idosas ou com problemas de mobilidade teriam problema para subir ou descer. O banheiro é extremamente pequeno, com um chuveiro estreito que uma pessoa muito obesa não conseguiria tomar banho. Não tem TV, rádio ou nenhum entretenimanto para dias de chuva e o Wi-fi vem de um apto inferior que sempre falha. Não possui ar condicionado, apenas um circulador de ar, que em dias muito quentes não da conta para refrescar. Não tem forno elétrico como mostrado nas fotos, nem microondas, o que impossibilita comer qualquer coisa quente no mesmo. A parede entre o banheiro e a cozinha tem um vidro na parte de cima, então as : da manhã o apartamento já está mega claro, porque não tem uma cortina nessa área. Apesar da vista pra Marina da Glória ser bacana de dia, caso você se hospedar em um fim de semana que tenha festa na mesma, prepare-se para ter barulhos de caixa de som na janela a noite toda. Pegamos duas noites com uma Rave que foi até as hs da manhã, que literalmente parecia que estávamos na festa. Enfim, é um local para pessoas muito jovens que não ficarão no mesmo e apenas querem um local para deixar seus pertences."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Anfitriã mudou da água para o vinho só porque solicitei saída antecipada. Uma senhora doce e solícita que parou para bater um bom papo comigo no primeiro dia se transformou num poço de arrogância e negligência. O pedido de saída antecipada foi enviado via Airbnb e prontamente negado por ela. Antes de fazer o solicitação via app eu conversei pessoalmente com ela e expliquei meus motivos para antecipar minha volta pra casa. Após isso, a Anfitriã passou a agir com profundo descaso e deixou de me repassar os avisos de falta de água emitidos pelo condomínio, começou a me responder só no dia seguinte. Fui dormir duas noites sem água para tomar banho e ainda tive que tolerar as ironias dela nas respostas atrasadas. Tenho tudo devidamente registrado e filmado. Foi a pior experiência que alguém poderia ter numa hospedagem. Eu preciso voltar ao Rio a cada meses e essa localização seria ótima pra mim mas não ficarei novamente nessa hospedagem e nem a recomendo devido a postura da Anfitriã."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Estive em Copacabana no feriado de out/ ! Gostei muito do atendimento do Nilderson, super simpático e respondia rapidamente ! O apartamento é grande é bem limpinho! mas preciso falar alguns pontos negativos que podemos perceber: o apartamento tem na sua parte de trás, muitos ar condicionados para atender os prédios vizinhos, e infelizmente, o barulho q eles fazem incomoda um pouco - mesmo de janelas fechadas - ! Como choveu bastante, ficamos mais em casa e percebemos isso! Outra coisa: a cama do quarto de casal - sem ser a suite - é muito fraca! Não aguenta um casal! Estrado muito fraco! - Já comunicamos ao Nilderson e o mesmo irá resolver - ! O chuveiro da suíte tbm não é legal, sai pouca água e não esquenta direito! De resto adoramos tudo! Tem garagem, Pertissimo da praia, um ponto maravilhoso e os porteiros super atenciosos! Voltaria novamente !"
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"o local eh agradável, predio familiar, próximo a tudo, bem localizado. o ponto negativo eh o espaço reduzido no banheiro, especialmente o Box."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Bom, por onde começar… O que me gerou muita insatisfação na minha estadia foi o cheiro muito desagradável que vinha dos ralos da cozinha e do banheiro. A proprietária disse que é algo comum que acontece de vez em quando, mas isso não é problema do hóspede : - O cheiro ruim de esgoto é um fato, pelo menos enquanto estavamos ali! Poderiam colocar um espelho de corpo melhor e maior, ou ao menos pendurá-lo na parede para dar mais conforto. O ar condicionado também demorou muitoo pra esfriar e gelar, ficou gelado depois de um dia inteiro ligado, e no calor do RJ isso foi muito desagradável…. Algo que me espantou também é a manutenção do prédio, o elevador é muito antigo e dá até medo de entrar. A rua como o comum nessa área de Copacabana é barulhenta e suja! E o que eu menos gostei, além de tudo isso: o Chuveiro! Precisa urgente ser mais forte/ potente. Eu como mulher com cabelo grande, demorava muito pra conseguir lavar bem o cabelo, saia pouquíssima água e o box é muito pequeno! l"
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"SE EU PUDER TE DAR UM CONSELHO: FUJA DESSE IMÓVEL👌🏻 Você merece uma experiência melhor. A anfitriã é extremamente inconveniente. Interfona todos os dias para tratar de assuntos irrelevantes, tirando completamente a privacidade e o sossego da estadia. Demonstra ser deselegante, cria confusão sem necessidade e só contribui para o desconforto. O imóvel ainda apresenta problemas de manutenção, como luzes queimadas, o que revela descaso."
NEUTRO,POSITIVO,NEGATIVO,Rio de Janeiro,"O local é muito bom. A decoração é bem bonita e aconchegante. No geral, é um bom apartamento para passar não mais do que um ou duas semana. Todavia, existem alguns problemas. A cozinha não é muito bem equipada, faltam alguns items importantes se deseja ficar um longo tempo. A vizinhança também pode ser bastante barulhenta e mal educada - movemos a cama para outro cômodo para lidar com o barulho, o que foi um pouco inconveniente - . Não diria que o apartamento estava muito limpo quando chegamos - o chão estava um pouco encardido - ."
NEGATIVO,NEGATIVO,NEGATIVO,Rio de Janeiro,"o apartamento é lindo, porém quando chegamos lá estava sem água haviam três dias e eles simplesmente não nos avisaram antes! iamos embora na segunda de manhã e a água só chegou domingo a noite! gastamos bastante dinheiro comprando agua para tomar banho e fazer higiene básica e eles não nos deram nenhum suporte"
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"A localização é ótima, mas roupas de cama e toalhas de banho estavam bem desgastadas e com manchas de uso. Um dos sofás tinha uma parte meio afundada, bem desconfortável para dormir. Em relação a limpeza, dentro dos armários da cozinha encontramos algumas baratas. No geral o apartamento não acomoda de forma confortável pessoas"
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Infelizmente o apartamento fica no segundo andar próximo a uma rua movimentada, portanto, o barulho é constante. O pior é que você não consegue descansar à noite pelo mesmo motivo. Tive que dormir com fones de ouvido com cancelamento de ruído, o que era desconfortável, mas era o único jeito. Talvez seja uma boa ideia investir em janelas mais espessas ou duplas com redução de ruído. O apartamento em si é perfeito, muito confortável e tudo funciona bem. Mas se eu soubesse que não conseguiria descansar, teria ficado em outro lugar."
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Gostamos do espaço, próximo a mercado e outras lojas pequenas. E um pouco distante dos pontos turísticos famosos. Um detalhe que seria legal mudar é o endereço na plataforma Airbnb, após a confirmação da estadia o endereço apresentado é bem genérico, ele aponta para rua principal e quando colocamos no app de mobilidade ele levava para uma região cheia de mato, só conseguimos resolver essa situação ligando para o proprietário. O ideal seria passar o nome da rua de dentro do condomínio. Tirando essa questão a estadia ocorreu super bem."
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"O apartamento embora pequeno, acomoda pessoas, boa localização, limpo, próximo às praias e ao metrô, nada a questionar do apartamento, talvez o mal cheiro do banheiro, mas entrega bem aquilo que se propõe, a nota negativa vai para Bairro de Copacabana que é barulhento, FEDIDO e de preços exorbitantes, não vale o que custa! ! !"
NEGATIVO,POSITIVO,NEGATIVO,Rio de Janeiro,"Obrigado. Não coloquei no comentário público, mas o apartamento precisa de uma pintura urgente. Está com as paredes muito sujas e manchadas. A varanda da unidade vizinha abriga um pombo que faz muito barulho e muita sujeira"
NEUTRO,NEGATIVO,NEGATIVO,Rio de Janeiro,"Localização excelente. A quadra da praia de copa, Mts do arpoador e km de Ipanema. A questão da limpeza precisa ser reforçado, o ap não eh sujo, mas a limpeza poderia ser mais cuidadosa, incluindo os filtros do ar condicionado, por exemplo. O duto da saída do CO do aquecedor de água precisa ser arrumado de maneira urgente, da forma como está é um risco iminente aos moradores/usuarios do ap, visto que o Co do aquecedor eh expelido para dentro da casa. Só tomávamos banho c toda a casa aberta, mas se alguém tomar banho com as janelas fechadas, uma tragédia pode ocorrer! ! ! !"
